Name of College,Branch,Category,Exam name,Marks
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Computer Engineering,General,MHT-CET,67.05
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Computer Engineering,OBC,MHT-CET,72.32
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Computer Engineering,SC,MHT-CET,97.25
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Computer Engineering,ST,MHT-CET,95.1
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Information Technology,General,MHT-CET,81.77
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Information Technology,OBC,MHT-CET,74.12
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Information Technology,SC,MHT-CET,96.48
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Information Technology,ST,MHT-CET,91.7
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Mechanical Engineering,General,MHT-CET,46.32
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Mechanical Engineering,OBC,MHT-CET,44.37
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Mechanical Engineering,SC,MHT-CET,93.7
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Mechanical Engineering,ST,MHT-CET,90.1
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Civil Engineering,General,MHT-CET,47.01
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Civil Engineering,OBC,MHT-CET,44.89
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Civil Engineering,SC,MHT-CET,92.5
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Civil Engineering,ST,MHT-CET,89.8
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Electrical Engineering,General,MHT-CET,60.5
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Electrical Engineering,OBC,MHT-CET,50.93
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Electrical Engineering,SC,MHT-CET,91.2
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Electrical Engineering,ST,MHT-CET,88.5
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Electronics & Telecommunication,General,MHT-CET,65.72
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Electronics & Telecommunication,OBC,MHT-CET,63.54
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Electronics & Telecommunication,SC,MHT-CET,96.48
"Dr. Babasaheb Ambedkar Technological University (DBATU), Lonere",Electronics & Telecommunication,ST,MHT-CET,91.7
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,General,MHT-CET,91.49
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,OBC,MHT-CET,91.14
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,SC,MHT-CET,93.57
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,ST,MHT-CET,91.38
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,EWS,MHT-CET,91.81
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,TFWS,MHT-CET,84.68
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,VJ/DT,MHT-CET,86.72
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,NT(A),MHT-CET,89.9
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,NT(B),MHT-CET,91.94
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,NT(C),MHT-CET,82.77
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,NT(D),MHT-CET,84.43
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,SBC,MHT-CET,90.28
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,EBC,MHT-CET,91.32
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,PWD,MHT-CET,87.94
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,TFWS (Female),MHT-CET,93.67
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,TFWS (Male),MHT-CET,88.29
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,EWS (Female),MHT-CET,86.71
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,EWS (Male),MHT-CET,10.76
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Computer Engineering,All India,MHT-CET,86.35
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,General,MHT-CET,82.71
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,OBC,MHT-CET,76.73
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,SC,MHT-CET,93.57
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,ST,MHT-CET,91.38
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,EWS,MHT-CET,91.81
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,TFWS,MHT-CET,84.68
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,VJ/DT,MHT-CET,86.72
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,NT(A),MHT-CET,89.9
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,NT(B),MHT-CET,91.94
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,NT(C),MHT-CET,82.77
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,NT(D),MHT-CET,84.43
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,SBC,MHT-CET,90.28
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,EBC,MHT-CET,91.32
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,PWD,MHT-CET,87.94
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,TFWS (Female),MHT-CET,93.67
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,TFWS (Male),MHT-CET,88.29
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,EWS (Female),MHT-CET,86.71
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,EWS (Male),MHT-CET,10.76
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Mechanical Engineering,All India,MHT-CET,86.35
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,General,MHT-CET,82.71
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,OBC,MHT-CET,76.73
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,SC,MHT-CET,93.57
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,ST,MHT-CET,91.38
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,EWS,MHT-CET,91.81
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,TFWS,MHT-CET,84.68
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,VJ/DT,MHT-CET,86.72
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,NT(A),MHT-CET,89.9
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,NT(B),MHT-CET,91.94
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,NT(C),MHT-CET,82.77
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,NT(D),MHT-CET,84.43
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,SBC,MHT-CET,90.28
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,EBC,MHT-CET,91.32
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,PWD,MHT-CET,87.94
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,TFWS (Female),MHT-CET,93.67
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,TFWS (Male),MHT-CET,88.29
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,EWS (Female),MHT-CET,86.71
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,EWS (Male),MHT-CET,10.76
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Civil Engineering,All India,MHT-CET,86.35
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,General,MHT-CET,82.71
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,OBC,MHT-CET,76.73
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,SC,MHT-CET,93.57
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,ST,MHT-CET,91.38
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,EWS,MHT-CET,91.81
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,TFWS,MHT-CET,84.68
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,VJ/DT,MHT-CET,86.72
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,NT(A),MHT-CET,89.9
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,NT(B),MHT-CET,91.94
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,NT(C),MHT-CET,82.77
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,NT(D),MHT-CET,84.43
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,SBC,MHT-CET,90.28
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,EBC,MHT-CET,91.32
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,PWD,MHT-CET,87.94
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,TFWS (Female),MHT-CET,93.67
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,TFWS (Male),MHT-CET,88.29
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,EWS (Female),MHT-CET,86.71
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,EWS (Male),MHT-CET,10.76
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electrical Engineering,All India,MHT-CET,86.35
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,General,MHT-CET,91.54
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,OBC,MHT-CET,89.95
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,SC,MHT-CET,93.57
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,ST,MHT-CET,91.38
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,EWS,MHT-CET,91.81
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,TFWS,MHT-CET,84.68
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,VJ/DT,MHT-CET,86.72
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,NT(A),MHT-CET,89.9
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,NT(B),MHT-CET,91.94
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,NT(C),MHT-CET,82.77
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,NT(D),MHT-CET,84.43
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,SBC,MHT-CET,90.28
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,EBC,MHT-CET,91.32
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,PWD,MHT-CET,87.94
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,TFWS (Female),MHT-CET,93.67
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,TFWS (Male),MHT-CET,88.29
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,EWS (Female),MHT-CET,86.71
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,EWS (Male),MHT-CET,10.76
"Marathwada Mitra Mandal's College of Engineering (MMCOE), Pune",Electronics & Telecommunication,All India,MHT-CET,86.35
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,General,MHT-CET,88.14
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,OBC,MHT-CET,85
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,SC,MHT-CET,80
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,ST,MHT-CET,75
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,EWS,MHT-CET,85.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,TFWS,MHT-CET,80
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,VJ/DT,MHT-CET,82
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,NT(A),MHT-CET,84
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,NT(B),MHT-CET,83.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,NT(C),MHT-CET,82.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,NT(D),MHT-CET,81.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,SBC,MHT-CET,80.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,EBC,MHT-CET,85
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,PWD,MHT-CET,75
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,TFWS (Female),MHT-CET,90
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,TFWS (Male),MHT-CET,85
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,EWS (Female),MHT-CET,87
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,EWS (Male),MHT-CET,83
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Computer Engineering,All India,MHT-CET,88.14
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,General,MHT-CET,85
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,OBC,MHT-CET,82
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,SC,MHT-CET,78
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,ST,MHT-CET,75
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,EWS,MHT-CET,82.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,TFWS,MHT-CET,77
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,VJ/DT,MHT-CET,79
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,NT(A),MHT-CET,80
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,NT(B),MHT-CET,79.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,NT(C),MHT-CET,78.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,NT(D),MHT-CET,77.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,SBC,MHT-CET,76.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,EBC,MHT-CET,81
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,PWD,MHT-CET,74
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,TFWS (Female),MHT-CET,85
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,TFWS (Male),MHT-CET,80
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,EWS (Female),MHT-CET,82
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,EWS (Male),MHT-CET,78
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Mechanical Engineering,All India,MHT-CET,85
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,General,MHT-CET,84
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,OBC,MHT-CET,81
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,SC,MHT-CET,77
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,ST,MHT-CET,74
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,EWS,MHT-CET,80.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,TFWS,MHT-CET,75
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,VJ/DT,MHT-CET,78
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,NT(A),MHT-CET,79
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,NT(B),MHT-CET,78.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,NT(C),MHT-CET,77.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,NT(D),MHT-CET,76.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,SBC,MHT-CET,75.5
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,EBC,MHT-CET,80
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,PWD,MHT-CET,73
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,TFWS (Female),MHT-CET,83
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,TFWS (Male),MHT-CET,78
"R. C. Patel Institute of Technology (RCPIT), Shirpur",Civil Engineering,EWS (Female),MHT-CET,80
